용례번호,규정코드,외래어구분,대분류구분,중분류구분,한글표기,원어표기,로마자표기,국명,언어명,이표기1,이표기2,이표기3,오표기1,오표기2,오표기3,오표기4,오표기5,의미,출전,노출여부,등록일시,수정일시 
40912,외래어 표기법,지명,,,쿠바섬,Cuba섬,,,,,,,,,,,,멕시코만과 카리브해 사이에 있는 서인도 제도에서 가장 큰 섬.,표준국어대사전,Y,2022-02-23 14:45:00,
40913,외래어 표기법,지명,,,쿠발,Cubal,,포르투갈,,,,,,,,,,앙골라 벵겔라주의 도시.,용례집,Y,2022-02-23 14:45:00,
40914,외래어 표기법,일반 용어,,,쿠바 항공,CUBANA / Empresa Cubana de Aviación,,쿠바,,,,,,,,,,세계 주요 항공사 - 쿠바,제18차 외래어 심의회,Y,2022-02-23 14:45:00,
40915,외래어 표기법,지명,,,쿠방구강,Cubango강,,포르투갈,,,,,,,,,,앙골라 중부고원에서 시작하여 서남부로 흐르며 앙골라와 나미비아 국경의 일부를 형성하는 강.,용례집,Y,2022-02-23 14:45:00,
40916,외래어 표기법,일반 용어,,,큐브,cube,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
40917,외래어 표기법,일반 용어,,,쿠베바,cubeba,,,,,,,큐베바,,,,,후춧과 식물의 하나.,표준국어대사전,Y,2022-02-23 14:45:00,
40918,외래어 표기법,일반 용어,,,쿠베바열매,cubeba열매,,,,,,,,,,,,,표준국어대사전,Y,2022-02-23 14:45:00,
40919,외래어 표기법,일반 용어,,,큐빅 풋,cubic foot,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
40920,외래어 표기법,일반 용어,,,큐비클,cubicle,,,,,,,,,,,,,"편수자료, 용례집",Y,2022-02-23 14:45:00,
40921,외래어 표기법,일반 용어,,,큐비클 타입,cubicle type,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
40922,외래어 표기법,일반 용어,,,큐비즘,cubism,,,,,,,퀴비슴,,,,,"대상을 기하학적 형태로 종합하여 표현하려는 회화의 한 파. ‘입체주의’, ‘입체파’로 순화.","편수자료, 표준국어대사전",Y,2022-02-23 14:45:00,
40923,외래어 표기법,지명,,,쿠쿠타,Cúcuta,,콜롬비아,,,,,큐큐타,,,,,"『지2』 남아메리카 콜롬비아 북부, 베네수엘라 국경 부근에 있는 도시.","편수자료, 용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
40924,외래어 표기법,지명,,,쿠엠바,Cuemba,,포르투갈,,,,,,,,,,앙골라 비에주의 도시.,용례집,Y,2022-02-23 14:45:00,
40925,외래어 표기법,지명,,,쿠엥카,Cuenca,,에콰도르,,,,,,,,,,에콰도르 아수아이주의 주도.,"편수자료, 용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
40926,외래어 표기법,지명,,,쿠엥카,Cuenca,,에스파냐,,,,,,,,,,에스파냐의 주.,"편수자료, 용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
40927,외래어 표기법,지명,,,쿠에르나바카,Cuernavaca,,멕시코,,,,,,,,,,멕시코 모렐로스주의 주도.,"편수자료, 용례집",Y,2022-02-23 14:45:00,
40928,외래어 표기법,인명,,,"쿠에바스, 세라핀","Cuevas, Serafin",,필리핀,,,,,,,,,,필리핀의 정치가.,제23차 외래어 심의회,Y,2022-02-23 14:45:00,
40929,외래어 표기법,일반 용어,,,커프스 버튼,cuffs button,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
40930,외래어 표기법,인명,,,"퀴뇨, 니콜라 조제프","Cugnot, Nicolas Joseph",,프랑스,,,,,쿠그노트,,,,,"『인』 프랑스의 군인, 기술자.",표준국어대사전,Y,2022-02-23 14:45:00,
40931,외래어 표기법,지명,,,쿠이아바,Cuiabá,,브라질,,,,,,,,,,브라질 중서부 마투그로수주의 주도.,"편수자료, 용례집",Y,2022-02-23 14:45:00,
40932,외래어 표기법,지명,,,쿠이아바강,Cuiabá강,,브라질,,,,,,,,,,브라질 마투그로수주를 흐르는 강.,용례집,Y,2022-02-23 14:45:00,
40933,외래어 표기법,지명,,,쿠일라파,Cuilapa,,과테말라,,,,,,,,,,과테말라 산타로사주의 주도.,"편수자료, 용례집",Y,2022-02-23 14:45:00,
40934,외래어 표기법,지명,,,쿠일루,Cuílo,,포르투갈,,,,,,,,,,앙골라 룬다노르트주의 도시.,용례집,Y,2022-02-23 14:45:00,
40935,외래어 표기법,지명,,,쿠이투쿠아나발르,Cuito Cuanavale,,포르투갈,,,,,,,,,,앙골라 쿠안두쿠방구주의 도시.,용례집,Y,2022-02-23 14:45:00,
40936,외래어 표기법,지명,,,쿠이투강,Cuito강,,포르투갈,,,,,,,,,,앙골라 비에주를 흐르는 강.,용례집,Y,2022-02-23 14:45:00,
40937,외래어 표기법,지명,,,퀼렘보르흐,Culemborg,,네덜란드,,,,,,,,,,네덜란드의 지명.,용례집,Y,2022-02-23 14:45:00,
40938,외래어 표기법,지명,,,쿨리아칸,Culiacán,,멕시코,,,,,쿨리아캔,,,,,『지2』 멕시코 서북부에 있는 도시.,"편수자료, 용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
40939,외래어 표기법,지명,,,쿨리아칸로살레스,Culiacán-Rosales,,,,,,,,,,,,#NAME?,"편수자료, 용례집",Y,2022-02-23 14:45:00,
40940,외래어 표기법,인명,,,"컬런, 마이클","Cullen, Michael",,,,,,,,,,,,"뉴질랜드 부총리. 재무, 고등 교육 장관 겸함. 뉴질랜드의 경제․교육 정책을 주도. 2006년 10월 방한.",제73차 외래어 심의회,Y,2022-02-23 14:45:00,
40941,외래어 표기법,일반 용어,,,퀼로트,culotte,,,프랑스어,,,,쿨로테,쿨로트,,,,① 짧은 바지처럼 두 갈래로 갈라져 있지만 자락이 넓어서 스커트처럼 보이는 옷. ② 승마 때에 입는 반바지.,"편수자료, 용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
40942,외래어 표기법,지명,,,쿨루에니강,Culuene강,,브라질,,,,,,,,,,브라질 마투그로수주를 흐르는 강.,용례집,Y,2022-02-23 14:45:00,
40943,외래어 표기법,일반 용어,,,쿰알데히드,cumaldehyde,,,,,,,,,,,,,"편수자료, 용례집",Y,2022-02-23 14:45:00,
40944,외래어 표기법,지명,,,쿠마나,Cumana,,베네수엘라,,,,,,,,,,베네수엘라 수크레주의 주도.,"편수자료, 용례집",Y,2022-02-23 14:45:00,
40945,외래어 표기법,일반 용어,,,쿠마론인덴,cumarone-indene,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
40946,외래어 표기법,일반 용어,,,컴벌랜드,Cumberland,,,,,,,,,,,,컴브리아주.,표준국어대사전,Y,2022-02-23 14:45:00,
40947,외래어 표기법,지명,,,컴벌랜드,Cumberland,,미국,,,,,,,,,,미국 메릴랜드주에 있는 도시.,"편수자료, 용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
40948,외래어 표기법,지명,,,컴벌랜드고원,Cumberland고원,,미국,,,,,,,,,,미국 애팔래치아산맥 서남쪽에 있는 고원.,표준국어대사전,Y,2022-02-23 14:45:00,
40949,외래어 표기법,일반 용어,,,컴브리아,Cumbria,,영국,,,,,,,,,,영국 잉글랜드 서북쪽에 있는 주. = 컴벌랜드.,제26차 외래어 심의회,Y,2022-02-23 14:45:00,
40950,외래어 표기법,일반 용어,,,쿠멘법,cumene법,,,,,,,,,,,,,표준국어대사전,Y,2022-02-23 14:45:00,
40951,외래어 표기법,일반 용어,,,커민,cumin,,,,,,,,,,,,,"편수자료, 용례집",Y,2022-02-23 14:45:00,
40952,외래어 표기법,일반 용어,,,쿠몰법,cumol법,,,,,,,,,,,,,표준국어대사전,Y,2022-02-23 14:45:00,
40953,외래어 표기법,지명,,,쿤디나마르카,Cundinamarca,,콜롬비아,,,,,,,,,,콜롬비아의 주.,"편수자료, 용례집",Y,2022-02-23 14:45:00,
40954,외래어 표기법,지명,,,쿠네느,Cunene,,포르투갈,,,,,,,,,,앙골라 남부의 주. 주도는 온지바.,보유2,Y,2022-02-23 14:45:00,
40955,외래어 표기법,지명,,,쿠네오,Cuneo,,이탈리아,,,,,,,,,,①이탈리아의 피에몬테 자치주에 있는 현. ②쿠네오현의 현도.,"편수자료, 용례집, 제44차 외래어 심의회",Y,2022-02-23 14:45:00,
40956,외래어 표기법,일반 용어,,,쿤닐링구스,cunnilingus,,,기타 언어,,,,쿤닐링거스,,,,,입술이나 혀로 여성의 성기를 자극하는 성행위.,표준국어대사전,Y,2022-02-23 14:45:00,
40957,외래어 표기법,인명,,,"커닝엄, 잭","Cunningham, Jack",,영국,,,,,,,,,,영국의 정치가.,제23차 외래어 심의회,Y,2022-02-23 14:45:00,
40958,외래어 표기법,인명,,,"커닝엄, 윌리엄","Cunningham, William",,영국,,,,,,,,,,영국의 경제학자.,표준국어대사전,Y,2022-02-23 14:45:00,
40959,외래어 표기법,인명,,,"쿠오모, 앤드루","Cuomo, Andrew",,미국,,,,,,,,,,미국의 정치가.,제15차 외래어 심의회,Y,2022-02-23 14:45:00,
40960,외래어 표기법,일반 용어,,,쿠오레,Cuore,,,이탈리아어,,,,쿠오르,,,,,이탈리아의 데아미치스가 지은 아동 문학 작품.,표준국어대사전,Y,2022-02-23 14:45:00,
40961,외래어 표기법,일반 용어,,,큐펄레이션,cupellation,,,,,,,,,,,,,"편수자료, 용례집",Y,2022-02-23 14:45:00,
40962,외래어 표기법,지명,,,추프리야,Čuprija,,,,,,,,,,,,"세르비아몬테네그로 동부, 세르비아의 도시",,Y,2022-02-23 14:45:00,
40963,외래어 표기법,일반 용어,,,커브,curb,,,,,,,,,,,,[운동] 야구,"편수자료, 용례집",Y,2022-02-23 14:45:00,
40964,외래어 표기법,일반 용어,,,쿠르쿠마,Curcuma,,,,,,,,,,,,,"편수자료, 용례집",Y,2022-02-23 14:45:00,
40965,외래어 표기법,지명,,,쿠리코,Curicó,,칠레,,,,,,,,,,①칠레의 주. ②쿠리코주의 주도.,"편수자료, 용례집",Y,2022-02-23 14:45:00,
40966,외래어 표기법,일반 용어,,,퀴리,curie,,,프랑스어,,,,쿠리에,,,,,방사성 물질의 양을 나타내는 단위.,"용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
40967,외래어 표기법,일반 용어,,,크룩스관,Crookes관,,,,,,,,,,,,관 속의 기체 압력이 수은주 압력 0.1mm 정도 이하인 방전관. 진공 방전의 시험에 쓴다.,표준국어대사전,Y,2022-02-23 14:45:00,
40968,외래어 표기법,인명,,,"퀴리, 이렌 졸리오","Curie, Iréne Joliot-",,,,,,,,,,,,"⇒ Joliot-Curie, Irène.",표준국어대사전,Y,2022-02-23 14:45:00,
40969,외래어 표기법,인명,,,"퀴리, 장 프레데리크 졸리오","Curie, Jean Frédéric Joliot-",,,,,,,,,,,,"⇒ Joliot-Curie, Jean Frédéric.","표준국어대사전, 제29차 외래어 심의회",Y,2022-02-23 14:45:00,
40970,외래어 표기법,인명,,,"퀴리, 마리","Curie, Marie",,,,,,,,,,,,폴란드 바르샤바 태생의 프랑스 여류 물리화학자. 1903년 노벨 물리학상 수상자. 1911년 노벨 화학상 수상자.,"표준국어대사전, 제30차 외래어 심의회",Y,2022-02-23 14:45:00,
40971,외래어 표기법,인명,,,"퀴리, 피에르","Curie, Pierre",,프랑스,,,,,,,,,,프랑스의 물리학자. 1903년 노벨 물리학상 수상자. ‘마리 퀴리’의 남편.,"편수자료, 용례집, 표준국어대사전, 제30차 외래어 심의회",Y,2022-02-23 14:45:00,
40972,외래어 표기법,인명,,,"퀴리앵, 위베르","Curien, Hubert",,프랑스,,,,,,,,,,프랑스의 정치가.,"편수자료, 용례집",Y,2022-02-23 14:45:00,
40973,외래어 표기법,일반 용어,,,큐어링,curing,,,,,,,,,,,,,"편수자료, 용례집",Y,2022-02-23 14:45:00,
40974,외래어 표기법,일반 용어,,,컬러,curler,,,,,,,,,,,,,표준국어대사전,Y,2022-02-23 14:45:00,
40975,외래어 표기법,일반 용어,,,퀴리의 법칙,Curie의 법칙,,,,,,,,,,,,상자성체의 자기화율은 절대 온도에 반비례한다는 법칙. 자기화율과 절대 온도 사이에는 물질에 의한 비례 상수인 ‘퀴리 상수’가 있다. 프랑스의 물리학자 퀴리가 발견하였다.,표준국어대사전,Y,2022-02-23 14:45:00,
40976,외래어 표기법,일반 용어,,,퀴리 상수,Curie 상수,,,,,,,,,,,,‘퀴리의 법칙’에서 상자성체의 자기화율과 절대 온도 사이에 있는 비례 상수. 그 값은 ‘퀴리 온도’ 이상의 온도에서 자기화율과 절대 온도의 곱이 된다.,표준국어대사전,Y,2022-02-23 14:45:00,
40977,외래어 표기법,일반 용어,,,퀴리 온도,Curie 온도,,,,,,,,,,,,"온도 상승으로 강자성체가 상자성체로 변화하거나, 강유전체가 자발 분극을 잃게 되는 임계 온도. ≒퀴리점.",표준국어대사전,Y,2022-02-23 14:45:00,
40978,외래어 표기법,일반 용어,,,퀴리점,Curie점,,,,,,,,,,,,퀴리 온도.,표준국어대사전,Y,2022-02-23 14:45:00,
40979,외래어 표기법,일반 용어,,,컬링 다이스,curling dies,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
40980,외래어 표기법,일반 용어,,,커런트,currant,,,,,,,,,,,,건포도,용례집,Y,2022-02-23 14:45:00,
40981,외래어 표기법,일반 용어,,,커리큘럼,curriculum,,,,,,,쿠리쿨룸,,,,,‘교과 과정’으로 순화.,표준국어대사전,Y,2022-02-23 14:45:00,
40982,외래어 표기법,일반 용어,,,카레라이스,curried rice,,,,,,,,,,,,,"편수자료, 용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
40983,외래어 표기법,일반 용어,,,카레,curry,,,,,,,,,,,,,"편수자료, 용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
40984,외래어 표기법,일반 용어,,,카레 파우더,curry powder,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
40985,외래어 표기법,일반 용어,,,커튼 밴드,curtain band,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
40986,외래어 표기법,일반 용어,,,커튼 로드,curtain rod,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
40987,외래어 표기법,일반 용어,,,커티스,curtis,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
40988,외래어 표기법,인명,,,"커티스, 제럴드","Curtis, Gerald L.",,미국,,,,,,,,,,미국 정치학자. 컬럼비아 대 정치학 교수.,실무소위,Y,2022-02-23 14:45:00,
40989,외래어 표기법,지명,,,쿠루아강,Curuá강,,브라질,,,,,,,,,,브라질 파라주에 위치한 강.,용례집,Y,2022-02-23 14:45:00,
40990,외래어 표기법,지명,,,추루그,Čurug,,세르비아,,,,,,,,,,세르비아몬테네그로의 지명.,,Y,2022-02-23 14:45:00,
40991,외래어 표기법,지명,,,쿠루루푸,Cururupu,,브라질,,,,,,,,,,브라질 마라냥주 북쪽에 위치한 도시.,용례집,Y,2022-02-23 14:45:00,
40992,외래어 표기법,지명,,,쿠르벨루,Curvelo,,브라질,,,,,,,,,,브라질 미나스제라이스주 중심부에 있는 도시.,용례집,Y,2022-02-23 14:45:00,
40993,외래어 표기법,일반 용어,,,커브자,curve자,,,,,,,,,,,,,표준국어대사전,Y,2022-02-23 14:45:00,
40994,외래어 표기법,일반 용어,,,커보미터,curvometer,,,,,,,쿠보미터,카브미터,,,,#NAME?,표준국어대사전,Y,2022-02-23 14:45:00,
40995,외래어 표기법,일반 용어,,,쿠리치바,Curytiba,,포르투갈,,,,,,,,,,‘Curitiba’의 옛 이름,용례집,Y,2022-02-23 14:45:00,
40996,외래어 표기법,지명,,,쿠스카틀란,Cuscatlán,,엘살바도르,,,,,,,,,,엘살바도르의 주.,"편수자료, 용례집",Y,2022-02-23 14:45:00,
40997,외래어 표기법,일반 용어,,,쿠션 멈,cushion mum,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
40998,외래어 표기법,일반 용어,,,쿠션 링,cushion ring,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
40999,외래어 표기법,일반 용어,,,커스터드 아이스크림,custard ice cream,,,,,,,,,,,,,"편수자료, 용례집",Y,2022-02-23 14:45:00,
41000,외래어 표기법,일반 용어,,,커스텀 코르크,custom cork,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
41001,외래어 표기법,일반 용어,,,커스텀 커뮤니케이션,custommized communication,,,,,,,,,,,,,표준국어대사전,Y,2022-02-23 14:45:00,
41002,외래어 표기법,일반 용어,,,컷 인 플레이,cut in play,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
41003,외래어 표기법,일반 용어,,,커트라인,cut line,,,,,,,,,,,,,표준국어대사전,Y,2022-02-23 14:45:00,
41004,외래어 표기법,일반 용어,,,컷 마킹,cut marking,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
41005,외래어 표기법,일반 용어,,,컷 파일,cut pile,,,,,,,,,,,,,"편수자료, 용례집",Y,2022-02-23 14:45:00,
41006,외래어 표기법,일반 용어,,,컷 스트립,cut strip,,,,,,,,,,,,,용례집,Y,2022-02-23 14:45:00,
41007,외래어 표기법,일반 용어,,,컷 스트립,cut strip method,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
41008,외래어 표기법,일반 용어,,,컷백 아스팔트,cutback asphalt,,,,,,,,,,,,,"편수자료, 용례집",Y,2022-02-23 14:45:00,
41009,외래어 표기법,일반 용어,,,컷백 타르,cutback tar,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
41010,외래어 표기법,일반 용어,,,컷아웃,cutout,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
41011,외래어 표기법,일반 용어,,,커터,cutter,,,,,,,컷터,쿠터,,,,"① 자르거나 깎는 데 쓰는 도구. ② 프레이즈에 붙어 있는 회전식의 날붙이. ③ 군함이나 기선에 딸린, 노를 갖춘 작은 배. ④ 돛대가 하나인 소형 돛단배로, 외돛대의 앞뒤에 비교적 큰 돛을 단 쾌속 범선.","편수자료, 용례집, 표준국어대사전",Y,2022-02-23 14:45:00,
41012,외래어 표기법,일반 용어,,,커터 바,cutter bar,,,,,,,,,,,,,"편수자료, 용례집",Y,2022-02-23 14:45:00,
41013,외래어 표기법,일반 용어,,,커터헤드,cutterhead,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
41014,외래어 표기법,일반 용어,,,커팅 머신,cutting machine,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
41015,외래어 표기법,일반 용어,,,커팅 믹서,cutting mixer,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
41016,외래어 표기법,일반 용어,,,커팅 슈,cutting shoe,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
41017,외래어 표기법,일반 용어,,,커팅 휠,cutting wheel,,,,,,,,,,,,,편수자료,Y,2022-02-23 14:45:00,
41018,외래어 표기법,인명,,,"퀴비에, 조르주, 바롱","Cuvier, Georges, Baron",,프랑스,,,,,쿠비에르,퀴비에르,,,,『인』 프랑스의 동물학자.,표준국어대사전,Y,2022-02-23 14:45:00,
41019,외래어 표기법,인명,,,"퀴비예, 프랑수아 드","Cuvilliés, François de",,프랑스,,,,,,,,,,"『인』 벨기에 태생의 프랑스 건축가, 조각가.",표준국어대사전,Y,2022-02-23 14:45:00,
41020,외래어 표기법,인명,,,쿠윤살게로,Cuyun-Salguero,,과테말라,,,,,,,,,,과테말라의 외교관.,제15차 외래어 심의회,Y,2022-02-23 14:45:00,
41021,외래어 표기법,인명,,,"쿠자, 알렉산드루 이오안","Cuza, Alexandru Ioan",,루마니아,,,,,,,,,,루마니아의 왕자.,동구권,Y,2022-02-23 14:45:00,
41022,외래어 표기법,일반 용어,,,시안,cyaan,,,네덜란드어,,사이안,,사이언,시얀,시아안,,,"「명」『화』옥사아미드를 오산화인으로 탈수하거나 수은, 은, 금 따위의 시안화물을 열분해할 때에 생기는 무색의 기체.",표준국어대사전,Y,2022-02-23 14:45:00,
