항별연혁번호,규정번호,고시번호,규정코드,규정경로,시행일,구분,개정요약,이전내용,개정내용,항별연혁설명,노출여부,수정여부,등록일시,수정일시
143,411,2,표준어 규정,제2부>제5장>제18항,2017-03-28 00:00:00,부,"발음 정보 수정, 용례 삭제","제18항 받침 ‘ㄱ(ㄲ, ㅋ, ㄳ, ㄺ), ㄷ(ㅅ, ㅆ, ㅈ, ㅊ, ㅌ, ㅎ), ㅂ(ㅍ, ㄼ, ㄿ, ㅄ)’은 ‘ㄴ, ㅁ’ 앞에서 [ㅇ, ㄴ, ㅁ]으로 발음한다. 옷맵시[온맵시]값매다[감매다][붙임] 두 단어를 이어서 한 마디로 발음하는 경우에도 이와 같다. 옷 맞추다[온마추다]","제18항 받침 ‘ㄱ(ㄲ, ㅋ, ㄳ, ㄺ), ㄷ(ㅅ, ㅆ, ㅈ, ㅊ, ㅌ, ㅎ), ㅂ(ㅍ, ㄼ, ㄿ, ㅄ)’은 ‘ㄴ, ㅁ’ 앞에서 [ㅇ, ㄴ, ㅁ]으로 발음한다. 옷맵시[온맵씨][붙임] 두 단어를 이어서 한 마디로 발음하는 경우에도 이와 같다. 옷 맞추다[온맏추다]","표준 발음법 제18항에서, 용례의 발음 정보를 표준 발음에 맞추어 수정함. ‘값매다’는 ""표준국어대사전""에 한 단어로 올라 있지 않음. 따라서 한 단어 안에서의 음운 현상에 관한 규정인 제18항의 용례로 적절하지 않았음. 한 단어 안에서 ‘ㅄ’ 뒤에 ‘ㅁ’이 이어지는 예가 없어 다른 용례로 대체가 불가함에 따라, 표준 발음법 제18항에서 용례 '값매다[감매다]'를 삭제함. 표준 발음법 제18항 [붙임]에서, 용례의 발음 정보를 표준 발음에 맞추어 수정함.",Y,N,2018-10-24 15:42:00,2019-01-18 18:28:00
144,412,2,표준어 규정,제2부>제5장>제19항,2017-03-28 00:00:00,부,"발음 정보 수정, 용례 교체","제19항 받침 ‘ㅁ, ㅇ’ 뒤에 연결되는 ‘ㄹ’은 [ㄴ]으로 발음한다. 침략[침냑][붙임] 받침 ‘ㄱ, ㅂ’ 뒤에 연결되는 ‘ㄹ’도 [ㄴ]으로 발음한다.백리[백니→뱅니] 십리[십니→심니]","제19항 받침 ‘ㅁ, ㅇ’ 뒤에 연결되는 ‘ㄹ’은 [ㄴ]으로 발음한다. 침략[침ː냑][붙임] 받침 ‘ㄱ, ㅂ’ 뒤에 연결되는 ‘ㄹ’도 [ㄴ]으로 발음한다.석류[석뉴→성뉴] 법리[법니→범니]","표준 발음법 제19항에서, 용례의 발음 정보를 표준 발음에 맞추어 수정함. 표준 발음법 제19항 [붙임]의 용례들 중에서, '백리[백니→뱅니]'를 '석류[석뉴→성뉴]'로, '십리[십니→심니]'를 '법리[법니→범니]'로 교체함. 해당 규정은 한 단어 안에서의 음운 현상에 관한 것인데, ‘100리, 10리’는 한 단어가 아님. ‘백리’의 경우, ‘북극여우[白狸]’, ‘이질의 하나[白痢]’, ‘잉어[白鯉]’, ‘온갖 근심[百罹]’을 뜻하는 ‘백리’가 있기는 하나 모두 생소한 말들임. 일반인들은 대체로 ‘100리’를 떠올릴 것으로 예상되며, 규정 제정 당시에도 ‘100리’를 염두에 두고 용례가 제시된 것으로 보이는바, 더 적절한 용례(석류, 법리)로 교체함.",Y,N,2018-10-24 16:15:00,2019-01-18 18:29:00
145,422,2,표준어 규정,제2부>제7장>제29항,2017-03-28 00:00:00,부,"용례 교체, 표기 수정","제29항 합성어 및 파생어에서, 앞 단어나 접두사의 끝이 자음이고 뒤 단어나 접미사의 첫음절이 ‘이, 야, 여, 요, 유’인 경우에는, ‘ㄴ’ 음을 첨가하여 [니, 냐, 녀, 뇨, 뉴]로 발음한다.국민-윤리[궁민뉼리]다만, 다음과 같은 단어에서는 ‘ㄴ(ㄹ)’ 음을 첨가하여 발음하지 않는다.등용-문[등용문]","제29항 합성어 및 파생어에서, 앞 단어나 접두사의 끝이 자음이고 뒤 단어나 접미사의 첫음절이 ‘이, 야, 여, 요, 유’인 경우에는, ‘ㄴ’ 음을 첨가하여 [니, 냐, 녀, 뇨, 뉴]로 발음한다.백분-율[백뿐뉼]다만, 다음과 같은 단어에서는 ‘ㄴ(ㄹ)’ 음을 첨가하여 발음하지 않는다.등-용문[등용문]","해당 규정은 한 단어 안에서의 음운 현상에 관한 것인데, 기존의 용례 '국민-윤리'는 ""표준국어대사전"" 기준으로 한 단어가 아님. 다른 용례 표준 발음법 제29항의 용례 '국민-윤리[궁민뉼리]'를 '백분-율[백뿐뉼]'로 교체함. 표준 발음법 제29항은 단어 내부 형태소 경계에서의 ‘ㄴ’ 첨가 현상에 관한 규정이므로, '다만'의 용례 표기 '등용-문[등용문]'을 '등-용문[등용문]'으로 수정함. ※ 등용문(登龍門): 용문(龍門)에 오른다는 뜻으로, 어려운 관문을 통과하여 크게 출세하게 됨. 또는 그 관문을 이르는 말.",Y,N,2018-10-24 16:27:00,2019-01-18 17:54:00
146,449,2,국어의 로마자 표기법,본문>제1장>제1항,2000-07-07 00:00:00,부,조항 수정: 표현 일부 수정(표준 발음→표준 발음법),국어의 로마자 표기는 국어의표준 발음에 따라 적는다.,국어의 로마자 표기는 국어의표준 발음법에 따라 적는 것을 원칙으로 한다.,"국어의 표준 발음에 따라 적는다는 것은 '표준 발음'의 범위와 형태에 있어 기준이 모호하며, 유동적일 수 있기 때문에 이를 표준발음법에 따라 적는다고 명시하여 로마자 표기는 어문 규범 내의 표준발음법에 따른 것임을 명확히 드러내고자 하였음.",Y,N,2018-10-24 16:58:00,
147,922,2,국어의 로마자 표기법,본문>제1장>제3항,2000-07-07 00:00:00,부,"조항 삭제: ""1 음운 1 기호의 표기를 원칙으로 한다.""",제3항 1 음운 1 기호의 표기를 원칙으로 한다.,,1 음운을 1 기호로 표기한다'는 '한국어 1 음운을 로마자 두 글자(digraph)로써 표기하지 않는다' 또는 '한국어 1 음운을 환경에 따라 다르게 표기하지 않는다'와 같이 중의적인 의미로 해석될 수 있어 모호함. 또한 1 음운을 두 글자로써 표기하지 않는 예외가 많아 원칙으로서의 의의가 크지 않았으므로 본 조항을 삭제함.,Y,N,2018-10-24 17:26:00,2018-10-25 09:21:00
148,816,1,외래어 표기법,본문>제4장>제3절>제5항,2017-03-28 00:00:00,부,조항 삭제,"해', '섬', '강', '산' 등이 외래어에 붙을 때에는 띄어 쓰고, 우리말에 붙을 때에는 붙여 쓴다.",,"접미사 ‘-해, -어, -인, -족’ 및 명사 ‘섬, 강, 산, 산맥, 고원, 평야…’는 어종에 따라 띄어쓰기가 달라져서 어문생활에 혼란이 많고 개정 요구가 높았음. 어종에 따라 일부 접미사 및 명사를 띄어 쓰도록 한 규정을 개선함으로써 띄어쓰기를 간소화하는 방안을 검토함. 어종에 따라 띄어쓰기를 구분하는 것은 논리적으로 타당하지 않으며, 접미사를 띄어 쓰는 예외를 인정할 수 없고 국어의 띄어쓰기는 한글 맞춤법의 규정을 따르는 것이 타당하다는 결론을 내림. ""'해', '섬', '강', '산' 등이 외래어에 붙을 때에는 띄어 쓰고, 우리말에 붙을 때에는 붙여 쓴다.""는 규정을 삭제함. ※ '해', '섬', '강', '산' 등의 띄어쓰기에 관한 종전의 규정을 삭제함에 따라, 문화체육관광부 고시 제2014-43호(2014.12.5.) 제5항에 있던 내용을 제4항으로 올리고 제5항은 삭제함.",Y,N,2018-10-24 17:44:00,2019-01-21 11:16:00
149,512,1,외래어 표기법,본문>제4장>제3절>제1항,2017-03-28 00:00:00,부,용례 띄어쓰기 수정,"바다는 ‘해(海)’로 통일한다.발트 해, 아라비아 해","바다는 ‘해(海)’로 통일한다.발트해, 아라비아해","관련 용례의 띄어쓰기를 수정함.[""발트 해 → 발트해"", ""아라비아 해 → 아라비아 해""] ※ '해', '섬', '강', '산' 등의 띄어쓰기에 관한 종전의 규정을 삭제함에 따라, 문화체육관광부 고시 제2014-43호(2014.12.5.) 제2항에 있던 내용을 제1항으로 올림.",Y,N,2018-10-24 18:36:00,2019-01-21 11:12:00
150,516,1,외래어 표기법,본문>제4장>제3절>제2항,2017-03-28 00:00:00,부,규정문과 용례의 띄어쓰기 수정,"우리 나라를 제외하고 섬은 모두 ‘섬’으로 통일한다.타이완 섬, 코르시카 섬(우리 나라: 제주도, 울릉도)","우리나라를 제외하고 섬은 모두 ‘섬’으로 통일한다.타이완섬, 코르시카섬(우리나라: 제주도, 울릉도)","관련 용례의 띄어쓰기를 수정함.[""타이완 섬 → 타이완섬"", ""코르시카 섬 → 코르시카섬""] 규정문에 나오는 ""우리 나라""는기준으로 한 단어이므로, ""우리나라""로 붙여 쓰는 것으로 수정함. ※ '해', '섬', '강', '산' 등의 띄어쓰기에 관한 종전의 규정을 삭제함에 따라, 문화체육관광부 고시 제2014-43호(2014.12.5.) 제3항에 있던 내용을 제2항으로 올림.",Y,N,2018-10-24 18:54:00,2019-01-21 11:12:00
151,518,1,외래어 표기법,본문>제4장>제3절>제3항,2017-03-28 00:00:00,부,용례 띄어쓰기 수정,"한자 사용 지역(일본, 중국)의 지명이 하나의 한자로 되어 있을 경우, ‘강’, ‘산’, ‘호’, ‘섬’ 등은 겹쳐 적는다.온타케 산(御岳),주장 강(珠江),도시마 섬(利島),하야카와 강(早川),위산 산(玉山)","한자 사용 지역(일본, 중국)의 지명이 하나의 한자로 되어 있을 경우, ‘강’, ‘산’, ‘호’, ‘섬’ 등은 겹쳐 적는다.온타케산(御岳),주장강(珠江),도시마섬(利島),하야카와강(早川),위산산(玉山)","관련 용례의 띄어쓰기를 수정함.[""온타케 산 → 온타케산"", ""주장 강 → 주장강"", ""도시마 섬 → 도시마섬"", ""하야카와 강 → 하야카와강"", ""위산 산 → 위산산""] ※ '해', '섬', '강', '산' 등의 띄어쓰기에 관한 종전의 규정을 삭제함에 따라, 문화체육관광부 고시 제2014-43호(2014.12.5.) 제4항에 있던 내용을 제3항으로 올림.",Y,N,2018-10-24 19:00:00,2019-01-21 11:11:00
152,519,1,외래어 표기법,본문>제4장>제3절>제4항,2017-03-28 00:00:00,부,용례 띄어쓰기 수정,"지명이 산맥, 산, 강 등의 뜻이 들어 있는 것은 ‘산맥’, ‘산’, ‘강’ 등을 겹쳐 적는다. Rio Grande리오그란데 강Monte Rosa몬테로사 산Mont Blanc몽블랑 산Sierra Madre시에라마드레 산맥","지명이 산맥, 산, 강 등의 뜻이 들어 있는 것은 ‘산맥’, ‘산’, ‘강’ 등을 겹쳐 적는다. Rio Grande리오그란데강Monte Rosa몬테로사산Mont Blanc몽블랑산Sierra Madre시에라마드레산맥","관련 용례의 띄어쓰기를 수정함.[""리오그란데 강 → 리오그란데강"", ""몬테로사 산 → 몬테로사산"", ""몽블랑 산 → 몽블랑산"", ""시에라마드레 산맥 → 시에라마드레산맥""] ※ '해', '섬', '강', '산' 등의 띄어쓰기에 관한 종전의 규정을 삭제함에 따라, 문화체육관광부 고시 제2014-43호(2014.12.5.) 제5항에 있던 내용을 제4항으로 올림.",Y,N,2018-10-24 19:03:00,2019-01-21 11:10:00
153,456,2,국어의 로마자 표기법,본문>제2장>제1항,2000-07-07 00:00:00,부,"'ㅓ, ㅡ, ㅕ, ㅢ'의 표기 변경, 'ㅟ' 위치 이동(중모음→단모음), 이중 모음 제시 순서 조정, [붙임 1] 추가",1. 단모음 ㅏㅓㅗ ㅜㅡㅣ ㅐ ㅔ ㅚ aŏo uŭi ae e oe 2. 중모음 ㅑㅕㅛ ㅠ ㅒ ㅖㅢㅘ ㅝ ㅙ ㅞㅟyayŏyo yu yae yeŭiwa wo wae wewi[붙임] 장모음의 표기는 따로 하지 않는다.,1. 단모음 ㅏㅓㅗ ㅜㅡㅣ ㅐ ㅔ ㅚㅟaeoo ueui ae e oewi2. 이중 모음 ㅑㅕㅛ ㅠ ㅒ ㅖ ㅘ ㅙ ㅝ ㅞㅢyayeoyo yu yae ye wa wae wo weui[붙임 1] 'ㅢ'는 'ㅣ'로 소리 나더라도 ui로 적는다.(보기) 광희문 Gwanghuimun[붙임 2] 장모음의 표기는 따로 하지 않는다.,"ㅓ, ㅡ, ㅕ, ㅢ'의 표기를 ""ŏ, ŭ, yŏ, ŭi""에서 특수 부호가 없는 'eo, eu, yeo, ui'로 변경함으로써 컴퓨터 작업 시 효율성을 높이고, 내국인과 외국인의 사용 시 불편이 없도록 함. 이중 모음 'ㅢ'의 위치를 변경함 : 'ㅑ ㅕ ㅛ ㅠ ㅒ ㅖ ㅢ ㅘ ㅝ ㅙ ㅞ ㅟ' → 'ㅑ ㅕ ㅛ ㅠ ㅒ ㅖ ㅘ ㅙ ㅝ ㅞ ㅢ' [붙임 1]을 추가함.",Y,N,2018-10-25 10:06:00,2018-11-07 14:20:00
154,459,2,국어의 로마자 표기법,본문>제2장>제2항,2000-07-07 00:00:00,부,"조항 수정: 'ㄱ, ㅋ, ㄷ, ㅌ, ㅂ, ㅍ, ㅈ, ㅉ, ㅊ, ㅅ'의 표기 수정, [붙임] 수정","1. 파열음ㄱ ㅋ ㄷ ㅌ ㅂ ㅍk, g k’ t, d t’ p, b p’2. 파찰음ㅈ ㅉ ㅊch, j tch ch’3. 마찰음ㅅs, sh[붙임 1] ‘ㄱ, ㄷ, ㅂ, ㅈ’이 모음과 모음 사이, 또는 ‘ㄴ, ㄹ, ㅁ, ㅇ’과 모음 사이에서 유성음으로 소리날 때에는 각각 ‘g, d, b, j’로 적고, 이 밖에는 각각 ‘k, t, p, ch’로 적는다.가구 kagu 바둑 paduk갈비 kalbi 제주 Cheju담배 tambae 받침 patch’im[붙임 2] ‘ㅅ’은 ‘시’의 경우에 ‘sh’로, 그 밖에는 ‘s’로 적는다.시루 shiru 신안 Shinan신촌 Shinch’on 부산 Pusan상표 sangp’yo 황소 hwangso[붙임 3] ‘ㄹ’은 모음 앞에서는 ‘r’로 적고, 자음 앞이나 낱말의 끝에서는 ‘l’로, ‘ㄹㄹ’은 ‘ll’로 적는다.사랑 sarang 물건 mulgŏn발 pal 진달래 chindallae","1. 파열음ㄱ ㅋ ㄷ ㅌ ㅂ ㅍg, k k d, t t b, p p2. 파찰음ㅈ ㅉ ㅊj jj ch3. 마찰음ㅅs[붙임 1] ‘ㄱ, ㄷ, ㅂ’은 모음 앞에서는 ‘ｇ, ｄ, ｂ’로, 자음 앞이나 어말에서는 ‘ｋ, ｔ, p’로 적는다.([ ] 안의 발음에 따라 표기함.)구미 Gumi 영동 Yeongdong백암 Baegam 옥천 Okcheon합덕 Hapdeok 호법 Hobeop월곶[월곧] Wolgot 벚꽃[벋꼳] beotkkot한밭[한받] Hanbat[붙임 2] ‘ㄹ’은 모음 앞에서는 ‘ｒ’로, 자음 앞이나 어말에서는 ‘ｌ’로 적는다. 단, ‘ㄹㄹ’은 ‘ll’로 적는다.구리 Guri 설악 Seorak칠곡 Chilgok 임실 Imsil울릉 Ulleung 대관령[대괄령] Daegwallyeong","ㄱ, ㄷ, ㅂ, ㅈ'의 표기: 어두에 오는 ‘ㄱ, ㄷ, ㅂ, ㅈ'의 표기를 무성음일 때는 ‘k, t, p, ch’로, 유성음일 때는 ‘g, d, b, j’로 나누어 표기하는 것은 유,무성의 차이를 느끼지 못하는 한국인들에게 너무 어려워 표기법이 지켜지지 않는 사유가 되었음. 또한 외국인이 발음하는 ‘k, t, p, ch’가 한국인에게는 ‘ㅋ, ㅌ, ㅍ, ㅊ’으로 들려서, 의사소통에도 문제가 있었음. 유,무성에 관계없이 모음 앞에서는 ‘g, d, b, j’로 표기하면 표기법이 간결해지며, 외국인의 발음이 한국인들에게 ‘ㄱ, ㄷ, ㅂ, ㅈ'로 인식되므로 소통도 수월해질 수 있음. 'ㅋ, ㅌ, ㅍ, ㅊ'의 표기를 ‘k', t', p', ch'’에서 ‘k, t, p, ch’로 변경함.(어두에 오는 ‘ㄱ, ㄷ, ㅂ, ㅈ'을 'g, d, b, j'로 표기함으로써, 'ㅋ, ㅌ, ㅍ, ㅊ'도 어깻점(’)을 쓰지 않고 표기할 수 있게 됨.) 'ㅅ'의 표기: '이' 앞에서 'sh', 그 밖의 경우는 's'로 하던 것을 's'로 통일하여 표기의 간결성과 체계성을 살림. ‘ㅉ'의 표기: 'tch'에서 'jj'로 변경함.(한 음소를 세 글자로 나타내기보다 두 글자로 하는 것이 경제적이며, 'ㅈ'과의 연관성도 보여 줄 수 있음.)",Y,N,2018-10-25 10:16:00,2018-12-17 15:10:00
155,463,2,국어의 로마자 표기법,본문>제3장>제1항,2000-07-07 00:00:00,부,"조항 수정: 내용 추가, 표현 일부 수정, 용례 수정","제1항음운변화가 일어날 때는 변화의 결과에 따라 다음과 같이 적는다.1. 자음 사이에서 동화작용이 일어나는 경우냇물 naenmul 부엌문 puŏngmun낚는다 nangnŭnda 닫는다 tannŭnda갚는다 kamnŭnda 진리 chilli심리 shimni 압력 amnyŏk독립 tongnip2. ‘ㄴ, ㄹ’이 덧나는 경우가랑잎 karangnip 낮일 nannil담요 tamnyo 홑이불 honnibul풀잎 p̓ullip 물약 mullyak3. 구개음화가 되는 경우굳이 kuji해돋이 haedoji같이 kach’i4. ‘ㄱ, ㄷ, ㅂ, ㅈ’이 ‘ㅎ’과 어울려 나는 경우국화 kuk’wa 낳다 nat’a밟히다 palp’ida 맞히다 mach̓ida[붙임] 형태소가 결합할 때 나타나는 된소리는 따로 표기하지 않는다.장기(長技) changki 사건 sakŏn냇가 naetka 작두 chaktu신다 shinta 산불 sanpul","제1항음운 변화가 일어날 때에는 변화의 결과에 따라 다음 각호와 같이 적는다.1. 자음 사이에서 동화 작용이 일어나는 경우백마[뱅마] Baengma 신문로[신문노] Sinmunno종로[종노] Jongno 왕십리[왕심니] Wangsimni별내[별래] Byeollae 신라[실라] Silla2. ‘ㄴ, ㄹ’이 덧나는 경우학여울[항녀울] Hangnyeoul 알약[알략] allyak3. 구개음화가 되는 경우 해돋이[해도지] haedoji같이[가치] gachi맞히다[마치다] machida4. ‘ㄱ, ㄷ, ㅂ, ㅈ’이 ‘ㅎ’과 합하여 거센소리로 소리나는 경우좋고[조코] joko 놓다[노타] nota잡혀[자펴] japyeo 낳지[나치] nachi다만, 체언에서 ‘ㄱ, ㄷ, ㅂ’ 뒤에 ‘ㅎ’이 따를 때에는 ‘ㅎ’을 밝혀 적는다.묵호(Mukho) 집현전(Jiphyeonjeon)[붙임] 된소리되기는 표기에 반영하지 않는다.압구정 Apgujeong 낙동강 Nakdonggang죽변 Jukbyeon 낙성대 Nakseongdae합정 Hapjeong 팔당 Paldang샛별 saetbyeol 울산 Ulsan","4.'에 [다만]을 추가하여, 체언의 거센소리되기(격음화)는 표기에 반영하지 않음을 명시함. 소리대로 적을 경우 'ㅎ'이 사라진 이유를 이해하기 어려우므로, 글자를 살려 적기로 한 것임.",Y,N,2018-10-25 10:58:00,2018-12-17 17:58:00
156,465,2,국어의 로마자 표기법,본문>제3장>제2항,2000-07-07 00:00:00,부,"조항 수정: 표현 수정, 용례 수정, [붙임] 삭제","제2항발음상 혼동의 우려가 있을 때나, 기타 분절의 필요가 있을 때는 '-'(붙임표)를 써서 따로 적는다.장이 chang-i 잔기(殘期) chan-gi물가에 mulka-e 종로에 Chongno-e[붙임] 인명과 행정 구역 단위명 표기에서 '-'(붙임표) 앞뒤에서 일어나는 동화작용은 표기에 반영하지 않는다.김복남 Kim Pok-nam 사북면 Sabuk-myŏn",제2항발음상 혼동의 우려가 있을 때에는 음절 사이에 붙임표(-)를 쓸 수 있다.중앙 Jung-ang 반구대 Ban-gudae세운 Se-un 해운대 Hae-undae,"표현 수정: ""발음상 혼동의 우려가 있을 때나, 기타 분절의 필요가 있을 때는 붙임표(-)를 써서 따로 적는다."" → ""발음상 혼동의 우려가 있을 때에는 음절 사이에 붙임표(-)를 쓸 수 있다."" [붙임] 삭제: 제3장 제4항 및 제3장 제5항으로 옮겨 기술함.",Y,N,2018-10-25 11:00:00,2019-01-22 14:28:00
157,469,2,국어의 로마자 표기법,본문>제3장>제3항,2000-07-07 00:00:00,부,"조항 수정: 표현 일부 수정, 용례 수정",제3항고유명사는 첫소리를 대문자로 적는다.인천 Inch’ŏn 대구 Taegu세종 Sejong,제3항고유 명사는 첫 글자를 대문자로 적는다.부산 Busan세종 Sejong,"""고유 명사는 첫소리를 대문자로 적는다."" → ""고유 명사는 첫 글자를 대문자로 적는다.""",Y,N,2018-10-25 11:02:00,2018-11-07 17:27:00
158,474,2,국어의 로마자 표기법,본문>제3장>제4항,2000-07-07 00:00:00,부,"조항 수정: 인명에서 음절 사이에 쓰는 붙임표의 용법 일부 수정, 표현 수정, 내용 보충","제4항인명은 성과 이름의 순서로 쓰되 띄어 쓰고, 이름 사이에는 '-'(짧은줄표)를 넣는다. 다만, 한자식의 이름이 아닌 경우에는 '-'를 생략할 수 있다.김 정호 Kim Chŏng-ho남궁 동자 Namgung Tong-cha손 미희자 Son Mi-hŭi-cha정 마리아 Chŏng Maria한 하나 Han Hana",제4항인명은 성과 이름의 순서로 띄어 쓴다. 이름은 붙여 쓰는 것을 원칙으로 하되 음절 사이에 붙임표(-)를 쓰는 것을 허용한다.( ( ) 안의 표기를 허용함.)민용하 Min Yongha (Min Yong-ha)송나리 Song Nari (Song Na-ri)1. 이름에서 일어나는 음운 변화는 표기에 반영하지 않는다.한복남 Han Boknam(Han Bok-nam)홍빛나 Hong Bitna(Hong Bit-na)2. 성의 표기는 따로 정한다.,"""인명은 성과 이름의 순서로 쓰되 띄어 쓰고, 이름 사이에는 붙임표를 넣는다. 다만, 한자식의 이름이 아닌 경우에는 붙임표를 생략할 수 있다."" → ""인명은 성과 이름의 순서로 띄어 쓴다. 이름은 붙여 쓰는 것을 원칙으로 하되 음절 사이에 붙임표(-)를 쓰는 것을 허용한다."" 이름에서 일어나는 음운 변화는 표기에 반영하지 않음을 명시함. 성의 표기는 따로 정하기로 함.(일부 성씨의 경우, 표기법에 따른 표기는 사용될 가능성이 희박하므로 관습적 표기를 인정하고자 함.)",Y,N,2018-10-25 11:04:00,2018-11-13 15:10:00
159,478,2,국어의 로마자 표기법,본문>제3장>제5항,2000-07-07 00:00:00,부,"조항 수정: 표현 수정, 용례 수정","제5항제2항 붙임의 규정에도 불구하고 ‘도, 시, 군, 구, 읍, 면, 리, 동’의 행정구역 단위와 ‘가’는 각각 ‘do, shi, gun, gu, ŭp, myŏn, ri, dong, ga’로 적고, 그 앞에는 '-'(짧은줄표)를 넣는다.충청북도 Ch’ungch’ŏngbuk-do제주도 Cheju-do의정부시 Ŭijŏngbu-shi파주군 P’aju-gun도봉구 Tobong-gu신창읍 Shinch’ang-ŭp주내면 Chunae-myŏn인왕리 Inwang-ri당산동 Tangsan-dong봉천 2동 Pongch’ŏn 2-dong종로 2가 Chongno 2-ga퇴계로 5가 T’oegyero 5-ga[붙임] 특별시, 직할시, 시, 군, 읍 등의 행정구역 단위명은 생략할 수 있다.부산직할시 Pusan 신창읍 Shinch’ang","제5항‘도, 시, 군, 구, 읍, 면, 리, 동’의 행정 구역 단위와 ‘가’는 각각 ‘do, si, gun, gu, eup, myeon, ri, dong, ga’로 적고, 그 앞에는 붙임표(-)를 넣는다. 붙임표(-) 앞뒤에서 일어나는 음운 변화는 표기에 반영하지 않는다.충청북도 Chungcheongbuk-do제주도 Jeju-do의정부시 Uijeongbu-si양주군 Yangju-gun도봉구 Dobong-gu신창읍 Sinchang-eup삼죽면 Samjuk-myeon인왕리 Inwang-ri당산동 Dangsan-dong봉천 1동 Bongcheon 1(il)-dong종로 2가 Jongno 2(i)-ga퇴계로 3가 Toegyero 3(sam)-ga[붙임] ‘시, 군, 읍’의 행정 구역 단위는 생략할 수 있다.청주시 Cheongju 함평군 Hampyeong순창읍 Sunchang","""제2항의 붙임의 규정에도 불구하고 '도, 시, 군, 구, 읍, 면, 리, 동'의 행정 구역 단위와 '가'는 각각 'do, shi, gun, gu, ŭp, myŏn, ri, dong, ga'로 적고, 그 앞에는 붙임표를 넣는다."" → ""‘도, 시, 군, 구, 읍, 면, 리, 동’의 행정 구역 단위와 ‘가’는 각각 ‘do, si, gun, gu, eup, myeon, ri, dong, ga’로 적고, 그 앞에는 붙임표(-)를 넣는다. 붙임표(-) 앞뒤에서 일어나는 음운 변화는 표기에 반영하지 않는다."" ""[붙임] 특별시, 직할시, 시, 군, 읍 등의 행정 구역 단위명은 생략할 수 있다."" → ""[붙임] ‘시, 군, 읍’의 행정 구역 단위는 생략할 수 있다.""",Y,N,2018-10-25 11:06:00,2019-01-18 15:19:00
160,483,2,국어의 로마자 표기법,본문>제3장>제6항,2000-07-07 00:00:00,부,"표현 일부 수정, 용례 수정, [붙임] 삭제","제6항자연지물명, 문화재명, 인공축조물명은 '-' 없이 붙여쓴다.남산 Namsan 속리산 Songnisan금강 Kŭmgang 독도 Tokto해운대 Haeundae 경복궁 Kyŏngbokkung도산 서원 Tosansŏwon 불국사 Pulguksa현충사 Hyŏnch’ungsa 독립문 Tongnimmun오죽헌 Ojuk’ŏn 촉석루 Ch’oksŏngnu종묘 Chongmyo 다보탑 Tabot’ap무량수전 Muryangsujŏn 연화교 Yŏnhwagyo극락전 Kŭngnakchŏn 석굴암 Sŏkkuram안압지 Anapchi 남한산성 Namhansansŏng[붙임] 5 음절 이상일 경우에는 낱말 사이에 '-'를 쓸 수 있다.금동 미륵보살 반가상 Kŭmdong-mirŭkposal-pangasang","제6항자연 지물명, 문화재명, 인공 축조물명은 붙임표(-) 없이 붙여 쓴다.남산 Namsan 속리산 Songnisan금강 Geumgang 독도 Dokdo경복궁 Gyeongbokgung 무량수전 Muryangsujeon연화교 Yeonhwagyo 극락전 Geungnakjeon안압지 Anapji 남한산성 Namhansanseong화랑대 Hwarangdae 불국사 Bulguksa현충사 Hyeonchungsa 독립문 Dongnimmun오죽헌 Ojukheon 촉석루 Chokseongnu종묘 Jongmyo 다보탑 Dabotap","""자연 지물명, 문화재명, 인공 축조물명은 '-' 없이 붙여 쓴다."" → ""자연 지물명, 문화재명, 인공 축조물명은 붙임표(-) 없이 붙여 쓴다."" 용례 수정[금강(Kŭmgang→Geumgang), 독도(Tokto→Dokdo), 경복궁(Kyŏngbokkung→Gyeongbokgung), 무량수전(Muryangsujŏn→Muryangsujeon), 연화교(Yŏnhwagyo→Yeonhwagyo), 극락전(Kŭngnakchŏn→Geungnakjeon), 안압지(Anapchi→Anapji), 남한산성(Namhansansŏng→Namhansanseong), 불국사(Pulguksa→Bulguksa), 현충사(Hyŏnch’ungsa→Hyeonchungsa), 독립문(Tongnimmun→Dongnimmun), 오죽헌(Ojuk’ŏn→Ojukheon), 촉석루(Ch’oksŏngnu→Chokseongnu), 종묘(Chongmyo→Jongmyo), 다보탑(Tabot’ap→Dabotap)], 용례 삭제[해운대(Haeundae), 도산서원(Tosansŏwon), 석굴암(Sŏkkuram)], 용례 추가[화랑대(Hwarangdae)] [붙임] 삭제: ""5음절 이상일 경우에는 낱말 사이에 '-'를 쓸 수 있다.(금동 미륵보살 반가상 Kŭmdong-mirŭkposal-pan-gasang)""",Y,N,2018-10-25 11:09:00,2019-01-18 15:20:00
